customer_id,age,gender,income_bracket,marital_status,num_dependents,avg_purchase_value,purchase_frequency,last_purchase_days_ago,preferred_payment_method,num_categories_purchased,loyalty_program_member,avg_basket_size,refund_count,complaints_last_year,weekday_shopper,email_open_rate,sms_response,ad_clicks_last_month,coupon_used,last_campaign_response_days,campaign_channel,discount_sensitivity,newsletter_subscription,targeted_ads_viewed,campaign_conversion_rate,avg_session_duration,pages_per_session,bounce_rate,mobile_user,app_user,desktop_user,avg_click_depth,search_queries_per_month,product_views_last_week,time_on_product_page,scroll_depth_percent,exit_rate,session_count_last_month,logged_in_sessions,guest_sessions,preferred_language,account_creation_method,browser_response_time,agreed_to_terms,social_media_engagement_score,referral_code_used,customer_feedback_score,offline_event_participation,target
CUST_004057,73,Female,Medium,Married,4,260.11,10,74,Cash,6,Yes,1.9,0,0,Yes,0.66,No,0,No,44,Website,0.59,Subscribed,1,0.136,4.85,2.4,0.28,Yes,No,No,1.1,7,89,19.02,89.7,0.2,5,7,1,Other,Manual,1326,False,,nan,2.8810267879699896,nan,0
CUST_004058,29,Female,Low,Divorced,4,230.53,6,294,Digital Wallet,5,No,2.3,3,0,Yes,0.68,No,0,No,56,Email,0.54,Subscribed,5,0.423,4.55,6.8,0.59,No,Yes,No,3.8,4,38,13.38,28.9,0.17,7,4,0,Spanish,Facebook,4992,False,,nan,,nan,0
CUST_004059,27,Female,Low,Divorced,1,170.19,11,288,Digital Wallet,12,No,4.2,0,0,Yes,0.76,Yes,0,Yes,14,SMS,0.68,Unsubscribed,7,0.201,4.79,3.9,0.28,Yes,Yes,No,2.0,6,44,43.5,79.1,0.33,5,7,2,English,Google,4606,False,49.0158259134222,nan,,nan,0
CUST_004060,25,Male,Low,Married,0,228.36,13,74,Digital Wallet,2,Yes,2.9,0,0,No,0.18,No,3,No,255,Website,0.51,Subscribed,4,0.255,3.15,2.7,0.38,Yes,Yes,Yes,0.1,4,11,15.81,52.9,0.34,12,7,1,Portuguese,Google,1071,False,,nan,,nan,1
CUST_004061,41,Male,Medium,Widowed,1,226.34,11,163,Digital Wallet,12,No,4.9,0,0,Yes,0.23,No,2,Yes,140,SMS,0.86,Subscribed,3,0.094,5.69,5.2,0.71,Yes,Yes,No,2.0,4,47,55.68,97.3,0.17,11,11,2,Other,Google,2587,True,,YES,,Yes,0
CUST_004062,77,Female,Medium,Widowed,0,244.27,11,20,Cash,1,Yes,3.3,2,1,No,0.6,Yes,2,No,114,Website,0.31,Unsubscribed,7,0.172,5.51,3.9,0.46,Yes,No,Yes,1.6,2,99,36.12,61.2,0.21,11,9,3,Spanish,Apple,2523,False,,nan,,nan,0
CUST_004063,45,Female,Low,Widowed,2,178.77,14,333,Card,13,No,3.6,1,0,Yes,0.26,Yes,3,No,205,Website,0.35,Subscribed,4,0.425,6.26,4.6,0.48,Yes,Yes,No,3.7,7,15,39.85,76.7,0.4,7,13,1,Other,Google,3358,False,,nan,,nan,0
CUST_004064,58,Male,High,Divorced,2,146.07,9,18,Digital Wallet,2,Yes,2.9,1,0,Yes,0.84,Yes,2,Yes,239,Email,0.3,Subscribed,2,0.2,2.98,1.0,0.52,No,Yes,No,1.3,5,86,51.29,76.6,0.29,8,6,1,Spanish,Manual,1651,True,,nan,3.0065630339984755,nan,0
CUST_004065,53,Male,Low,Widowed,0,129.72,16,278,Card,5,Yes,2.5,3,0,No,0.03,No,2,No,170,App,0.54,Subscribed,2,0.082,8.39,3.6,0.6,Yes,Yes,No,2.2,2,0,71.84,11.2,0.39,6,7,1,Portuguese,Manual,1132,True,,YES,2.925215758899001,nan,0
CUST_004066,54,Female,Medium,Divorced,2,169.76,5,347,Card,10,No,4.4,0,0,Yes,0.13,No,2,Yes,174,Email,0.42,Subscribed,9,0.357,1.68,5.5,0.23,Yes,Yes,Yes,3.0,4,89,30.78,84.1,0.48,11,4,5,English,Manual,4959,False,,nan,,nan,0
CUST_004067,38,Female,Low,Widowed,2,112.5,10,233,Card,14,Yes,3.1,0,1,Yes,0.6,No,0,No,226,Website,0.49,Subscribed,5,0.093,5.38,4.9,0.11,No,Yes,Yes,3.6,5,93,62.66,65.7,0.45,6,11,2,Portuguese,Manual,4322,False,,nan,3.124994110019551,nan,0
CUST_004068,25,Female,Low,Married,1,232.2,19,9,Cash,6,Yes,3.5,1,0,Yes,0.69,No,4,No,111,SMS,0.4,Unsubscribed,3,0.154,5.13,4.5,0.21,Yes,Yes,Yes,1.5,3,60,52.3,24.8,0.47,4,6,3,Spanish,Facebook,4166,False,,nan,,nan,0
CUST_004069,72,Female,Low,Widowed,1,177.61,10,117,Card,8,Yes,2.3,0,0,Yes,0.75,No,1,Yes,338,Website,0.34,Subscribed,8,0.452,6.01,3.6,0.85,Yes,Yes,Yes,2.4,5,12,67.02,37.6,0.35,7,2,2,English,Google,3739,True,,nan,,nan,1
CUST_004070,26,Male,Low,Married,0,145.87,15,3,Card,9,Yes,3.5,0,0,No,0.45,No,1,Yes,297,SMS,1.0,Unsubscribed,1,0.468,3.15,4.8,0.88,No,Yes,No,1.1,10,74,38.62,80.5,0.12,8,8,4,Spanish,Google,4455,True,,nan,,nan,1
CUST_004071,64,Male,High,Married,1,244.3,11,100,Digital Wallet,10,No,3.0,0,0,Yes,0.28,No,2,Yes,296,App,0.72,Subscribed,3,0.15,3.92,4.1,0.82,Yes,No,No,1.3,2,6,48.79,23.6,0.28,11,5,0,Spanish,Manual,4986,True,,nan,,nan,0
CUST_004072,32,Male,Medium,Widowed,2,218.03,13,253,Digital Wallet,6,Yes,3.4,1,0,Yes,0.9,No,1,No,129,Email,0.68,Unsubscribed,1,0.482,7.92,3.8,0.62,No,Yes,No,2.1,4,87,69.4,32.7,0.24,9,8,1,English,Apple,1702,True,,nan,3.865088065687295,nan,0
CUST_004073,65,Female,High,Divorced,1,194.65,9,105,Digital Wallet,8,Yes,1.7,2,0,No,0.53,No,3,No,147,Email,0.37,Subscribed,0,0.186,5.21,4.1,0.2,Yes,Yes,No,1.4,7,66,2.31,20.9,0.16,10,9,3,English,Apple,2104,True,,YES,,nan,0
CUST_004074,63,Male,Low,Divorced,2,281.17,10,204,Digital Wallet,5,No,3.5,1,1,Yes,0.05,No,0,Yes,18,SMS,0.67,Unsubscribed,0,0.426,6.3,3.2,0.2,Yes,Yes,No,3.2,5,21,46.85,44.4,0.2,4,7,3,Other,Google,3265,True,,nan,,nan,0
CUST_004075,57,Female,Medium,Divorced,1,239.38,10,222,Digital Wallet,10,Yes,3.5,0,1,Yes,0.05,No,4,No,331,Website,0.69,Unsubscribed,9,0.296,6.83,2.8,0.41,No,No,No,2.2,9,91,70.44,25.8,0.37,6,8,0,Other,Manual,3345,False,,NO,2.668584657363618,nan,0
CUST_004076,35,Female,Low,Widowed,0,202.35,10,246,Digital Wallet,6,No,1.4,1,0,Yes,0.74,No,6,No,171,Website,0.24,Subscribed,7,0.126,4.13,5.2,0.64,Yes,Yes,Yes,4.0,5,14,3.29,25.6,0.21,7,6,2,Other,Manual,3169,False,23.87804201680666,nan,,nan,0
CUST_004077,59,Female,Medium,Married,2,206.94,7,56,Cash,4,No,5.3,1,0,Yes,0.62,No,2,No,10,SMS,0.67,Subscribed,3,0.298,5.75,4.6,0.7,Yes,No,Yes,1.7,6,80,31.56,30.7,0.21,4,7,2,Spanish,Manual,4693,True,45.19083333825859,nan,,nan,1
CUST_004078,77,Female,High,Divorced,2,117.51,11,14,Cash,3,No,-0.2,0,1,Yes,0.61,No,1,Yes,106,Email,0.54,Subscribed,2,0.03,4.16,3.7,0.73,Yes,Yes,No,1.5,5,2,27.62,23.5,0.42,7,5,0,Portuguese,Apple,3287,True,,nan,,nan,0
CUST_004079,37,Male,High,Divorced,0,129.46,6,293,Card,6,Yes,0.7,2,0,Yes,0.66,Yes,1,Yes,137,Website,0.38,Subscribed,8,0.407,5.12,2.3,0.2,No,Yes,No,2.4,5,29,50.44,80.7,0.21,14,6,1,Other,Google,2716,True,,nan,,nan,0
CUST_004080,23,Female,Low,Single,1,138.87,6,100,Card,13,Yes,3.3,1,1,Yes,0.58,No,10,No,85,App,0.32,Unsubscribed,5,0.096,4.59,2.5,0.14,Yes,Yes,Yes,1.3,2,87,74.17,92.5,0.19,10,10,2,Portuguese,Manual,2235,False,61.0767733948376,nan,,nan,0
CUST_004081,29,Male,Medium,Widowed,2,107.55,11,134,Card,8,Yes,0.7,0,0,Yes,0.41,No,2,Yes,117,SMS,0.22,Subscribed,6,0.173,4.21,3.0,0.35,Yes,Yes,Yes,3.0,8,3,35.99,43.9,0.1,10,6,2,Spanish,Google,4821,False,,NO,,nan,0
CUST_004082,19,Male,Low,Widowed,3,174.23,15,278,Digital Wallet,11,Yes,2.1,0,0,Yes,0.67,No,2,No,308,SMS,0.4,Subscribed,6,0.258,7.44,5.7,0.4,No,Yes,No,3.1,3,99,51.09,88.8,0.34,8,5,3,Other,Google,4007,True,,NO,,nan,0
CUST_004083,24,Male,Low,Widowed,0,303.05,10,168,Cash,2,Yes,1.7,0,0,Yes,0.86,No,1,No,301,Email,0.48,Unsubscribed,8,0.222,1.68,1.8,0.46,Yes,No,No,2.2,1,42,28.12,11.7,0.46,14,6,2,Portuguese,Google,3213,True,46.29386946460138,nan,,nan,0
CUST_004084,33,Male,Low,Single,1,174.71,10,49,Digital Wallet,12,No,-0.4,2,1,Yes,0.54,No,2,No,204,App,0.84,Unsubscribed,1,0.31,3.19,3.7,0.49,No,Yes,No,3.9,11,91,35.47,47.2,0.21,9,8,2,Portuguese,Facebook,2497,True,,nan,,nan,0
CUST_004085,20,Female,Low,Married,1,214.34,8,45,Cash,2,No,0.4,0,2,Yes,0.02,Yes,2,Yes,175,Email,0.63,Unsubscribed,2,0.43,6.08,5.5,0.77,Yes,Yes,Yes,3.2,4,48,38.24,30.9,0.3,6,5,0,English,Google,1615,False,,nan,,nan,1
CUST_004086,62,Female,Medium,Married,0,231.42,8,68,Digital Wallet,11,Yes,1.8,2,0,No,0.16,Yes,3,No,15,App,0.76,Unsubscribed,9,0.174,2.2,4.8,0.37,Yes,Yes,No,2.2,3,79,53.92,88.8,0.46,10,5,2,Spanish,Google,2532,True,41.817299610815425,nan,,nan,0
CUST_004087,20,Male,Medium,Divorced,1,185.66,20,179,Card,7,No,-0.2,1,1,Yes,0.56,No,2,No,353,Email,0.56,Unsubscribed,9,0.074,-0.52,5.2,0.21,Yes,Yes,No,2.5,6,59,58.14,90.8,0.3,7,5,1,Spanish,Facebook,3029,True,,nan,,nan,0
CUST_004088,44,Male,Medium,Single,3,206.14,12,215,Digital Wallet,13,Yes,2.4,0,1,No,0.06,No,1,No,94,Website,0.68,Subscribed,5,0.149,4.06,6.0,0.86,Yes,Yes,No,2.7,6,29,43.76,49.4,0.14,8,5,7,English,Apple,3366,False,45.586855061043174,nan,,nan,0
CUST_004089,67,Female,Medium,Single,2,182.22,12,340,Card,9,Yes,3.3,1,0,Yes,0.58,No,2,No,164,App,0.28,Subscribed,0,0.271,6.97,1.9,0.36,Yes,Yes,Yes,2.4,3,99,35.47,40.6,0.18,6,9,3,Other,Apple,4448,True,57.546436171726086,nan,,Yes,0
CUST_004090,60,Female,Low,Married,1,165.46,9,247,Cash,6,Yes,3.4,0,0,No,0.97,No,3,No,111,App,0.38,Subscribed,2,0.393,5.51,4.4,0.56,Yes,No,No,3.4,3,66,25.32,93.5,0.31,9,8,2,Portuguese,Facebook,1657,True,72.7653868954309,nan,,nan,0
CUST_004091,57,Male,Low,Divorced,0,204.25,15,105,Card,3,No,3.2,0,1,Yes,0.33,No,3,No,265,Email,0.7,Subscribed,5,0.127,2.01,5.1,0.34,No,Yes,Yes,1.6,4,12,34.79,56.8,0.34,9,6,1,Spanish,Facebook,3339,True,,nan,,nan,0
CUST_004092,55,Female,Medium,Widowed,2,179.89,13,288,Digital Wallet,12,No,1.9,1,2,Yes,0.44,No,2,No,85,App,0.35,Unsubscribed,8,0.235,7.76,2.9,0.61,Yes,Yes,No,2.1,3,52,19.34,81.6,0.28,5,4,0,Portuguese,Apple,3489,False,,nan,,nan,0
CUST_004093,50,Female,Medium,Widowed,5,165.21,9,243,Cash,8,No,4.4,2,1,Yes,0.23,Yes,3,No,133,Email,0.77,Subscribed,8,0.221,3.26,5.0,0.41,Yes,Yes,Yes,3.5,6,58,25.32,29.2,0.18,3,8,1,Other,Apple,3527,True,,nan,3.981752011831602,nan,1
CUST_004094,45,Female,Low,Widowed,1,186.91,10,361,Cash,5,Yes,2.1,2,0,No,0.55,No,2,No,293,Email,0.77,Subscribed,1,0.168,8.37,2.9,0.51,No,No,Yes,0.3,8,54,62.02,82.6,0.13,7,7,1,Other,Google,4663,True,,nan,,No,0
CUST_004095,18,Male,High,Married,0,159.96,15,55,Digital Wallet,2,Yes,3.3,2,0,Yes,0.35,No,0,Yes,73,Website,0.52,Subscribed,0,0.26,4.79,4.5,0.73,Yes,No,Yes,3.3,6,6,39.36,71.1,0.44,9,7,3,Portuguese,Facebook,1833,False,,nan,,nan,1
CUST_004096,72,Female,Medium,Widowed,0,259.83,13,17,Cash,14,Yes,3.6,1,0,No,0.99,No,1,No,101,Email,0.53,Unsubscribed,5,0.485,3.7,1.9,0.7,Yes,Yes,Yes,1.9,6,31,46.42,92.9,0.32,9,3,1,Portuguese,Apple,1329,False,,nan,,nan,1
CUST_004097,25,Female,Medium,Divorced,2,243.68,11,260,Cash,14,Yes,2.2,0,0,No,0.19,No,2,Yes,230,SMS,0.48,Subscribed,6,0.163,6.56,5.5,0.38,Yes,No,Yes,3.4,3,47,51.62,76.9,0.28,10,11,2,English,Facebook,1011,True,,nan,,nan,0
CUST_004098,54,Female,Medium,Single,0,243.42,10,358,Cash,11,No,2.8,0,0,No,0.7,Yes,1,Yes,303,Website,0.32,Subscribed,1,0.062,6.81,3.7,0.19,No,No,No,2.0,7,8,34.19,45.9,0.3,6,7,5,English,Google,1122,False,,NO,3.035586201540823,Yes,0
CUST_004099,49,Female,Medium,Divorced,1,184.88,11,357,Cash,5,Yes,0.8,1,0,Yes,0.1,No,0,No,28,App,0.46,Subscribed,1,0.394,10.12,5.2,0.59,Yes,Yes,No,0.0,3,3,27.84,97.5,0.13,6,7,0,Portuguese,Apple,3837,True,47.803383280614426,nan,,nan,1
CUST_004100,77,Other,Medium,Single,2,140.95,11,336,Digital Wallet,10,Yes,2.8,0,2,Yes,0.14,No,1,No,202,App,0.3,Unsubscribed,4,0.071,2.18,2.6,0.68,No,Yes,Yes,1.1,2,48,21.13,61.4,0.28,7,5,4,Other,Apple,4513,True,55.649406535468145,nan,,nan,0
CUST_004101,65,Male,Medium,Widowed,1,244.15,8,57,Cash,14,No,2.8,0,0,Yes,0.4,No,2,No,261,SMS,0.11,Subscribed,7,0.068,9.63,2.0,0.64,Yes,No,No,0.5,5,57,61.8,26.2,0.44,10,3,1,Spanish,Google,2734,False,,nan,,nan,0
CUST_004102,60,Female,Low,Single,1,113.82,8,73,Cash,4,Yes,3.5,1,1,Yes,0.71,No,3,No,290,Website,0.69,Subscribed,4,0.265,2.74,4.5,0.35,No,No,No,2.1,4,74,45.18,70.1,0.16,15,9,2,Portuguese,Google,2071,True,,nan,,nan,1
CUST_004103,54,Female,High,Widowed,0,265.25,15,24,Cash,9,No,2.8,3,1,Yes,0.97,No,1,Yes,322,Email,0.75,Subscribed,0,0.441,7.24,5.8,0.67,Yes,Yes,No,1.0,8,5,25.74,86.2,0.28,9,6,1,Portuguese,Google,1418,False,,nan,3.3861328079137034,nan,1
CUST_004104,21,Female,Medium,Single,1,298.11,7,133,Cash,7,No,0.9,2,0,No,0.33,Yes,3,Yes,342,App,0.54,Unsubscribed,7,0.491,5.87,3.6,0.4,Yes,No,Yes,3.1,9,51,55.7,71.8,0.24,10,3,3,Portuguese,Manual,1865,True,46.48320620389484,nan,4.178793133671633,nan,0
CUST_004105,47,Male,Medium,Married,1,252.39,12,201,Card,2,Yes,0.3,4,1,Yes,0.42,No,0,No,127,SMS,0.44,Subscribed,7,0.339,7.2,3.3,0.24,No,Yes,No,1.3,6,22,92.64,84.6,0.12,11,7,2,Spanish,Apple,2200,False,,nan,,nan,1
CUST_004106,23,Male,Medium,Married,2,200.48,7,289,Cash,9,Yes,-0.1,0,1,Yes,0.85,No,2,No,217,App,0.53,Subscribed,9,0.184,3.51,5.1,0.19,No,No,No,2.1,6,51,51.13,96.7,0.43,12,10,0,Other,Apple,1377,True,,nan,,Yes,0
CUST_004107,63,Female,Medium,Married,2,140.07,12,189,Digital Wallet,5,No,3.7,2,0,No,0.47,No,1,No,241,SMS,0.36,Subscribed,5,0.362,3.48,4.8,0.4,Yes,Yes,No,0.6,2,47,64.3,33.0,0.2,6,7,0,Spanish,Facebook,4534,False,62.76470882780929,nan,,nan,0
CUST_004108,71,Female,Low,Divorced,0,181.01,11,297,Digital Wallet,2,No,1.5,0,0,Yes,0.95,Yes,1,Yes,134,SMS,0.34,Unsubscribed,0,0.406,2.89,4.3,0.45,No,Yes,No,1.3,4,42,48.17,39.2,0.18,5,5,3,Spanish,Manual,1989,False,,nan,2.9928907211884885,nan,0
CUST_004109,36,Male,Medium,Married,2,180.05,11,215,Digital Wallet,10,Yes,3.8,0,1,Yes,0.84,No,2,No,243,App,0.74,Subscribed,6,0.464,4.03,3.1,0.44,Yes,Yes,Yes,3.0,7,82,50.28,12.5,0.32,10,4,1,Other,Apple,2636,False,50.298337871266384,nan,,nan,0
CUST_004110,49,Female,Medium,Single,2,217.0,15,197,Card,11,No,2.0,0,0,No,0.78,No,1,No,72,SMS,0.18,Unsubscribed,7,0.231,3.37,1.5,0.5,No,No,No,1.7,7,59,-6.09,67.5,0.38,9,4,0,Portuguese,Facebook,1127,True,,nan,,nan,0
CUST_004111,26,Male,Low,Widowed,4,210.06,7,21,Cash,13,No,0.0,0,0,No,0.25,No,2,No,6,Website,0.6,Subscribed,9,0.296,5.72,5.3,0.84,No,Yes,No,3.4,4,91,51.49,51.6,0.49,7,7,2,Spanish,Manual,2454,False,,nan,,nan,1
CUST_004112,29,Other,Low,Married,0,278.14,12,120,Cash,7,Yes,2.0,1,0,No,0.71,No,2,No,56,Website,0.62,Subscribed,0,0.452,4.68,2.2,0.5,No,Yes,Yes,2.0,3,86,13.25,60.5,0.36,9,2,3,English,Facebook,4136,True,43.57216430359276,nan,3.1453199188116856,nan,0
CUST_004113,28,Female,High,Widowed,0,182.09,4,150,Cash,6,No,4.3,0,0,Yes,0.24,No,2,Yes,295,Email,0.39,Unsubscribed,1,0.154,8.3,3.0,0.42,Yes,No,Yes,1.1,8,35,71.39,66.0,0.13,5,6,0,Spanish,Manual,1165,True,,YES,,Yes,0
CUST_004114,63,Male,High,Single,2,250.28,18,88,Card,9,Yes,5.2,0,0,Yes,0.15,No,1,No,284,App,0.29,Subscribed,5,0.01,5.63,4.2,0.3,Yes,Yes,No,2.9,11,43,16.93,27.6,0.33,3,5,2,Spanish,Apple,2470,True,,nan,,Yes,0
CUST_004115,72,Female,Medium,Married,1,210.1,8,160,Cash,4,Yes,2.2,1,0,Yes,0.47,No,1,Yes,79,SMS,0.41,Subscribed,4,0.001,7.27,4.1,0.37,Yes,No,No,0.7,2,96,30.12,76.2,0.4,11,8,3,Spanish,Apple,1379,True,,nan,2.8757155501569476,Yes,1
CUST_004116,33,Female,Medium,Divorced,1,193.39,10,145,Digital Wallet,14,Yes,-0.2,1,0,Yes,0.64,No,3,No,329,App,0.5,Unsubscribed,1,0.379,4.29,4.8,0.11,No,Yes,No,0.9,3,41,52.09,39.3,0.45,5,5,2,Spanish,Manual,2779,False,,nan,,No,0
CUST_004117,18,Male,High,Divorced,0,211.18,8,7,Cash,4,No,3.5,3,0,Yes,0.96,No,0,No,95,App,0.6,Subscribed,0,0.443,1.36,3.5,0.64,Yes,Yes,Yes,3.0,3,90,59.25,66.4,0.46,6,7,2,Other,Apple,2870,False,,NO,,nan,1
CUST_004118,62,Female,Low,Single,1,233.72,10,16,Digital Wallet,1,Yes,4.1,1,1,No,0.22,No,2,No,270,Website,0.51,Unsubscribed,2,0.419,3.56,6.3,0.68,Yes,No,No,3.7,3,80,75.58,16.7,0.44,6,6,6,Other,Facebook,1068,True,42.936244978842076,NO,,Yes,0
CUST_004119,72,Male,Medium,Married,3,118.04,17,98,Digital Wallet,13,Yes,3.3,0,3,Yes,0.56,No,2,No,109,Website,0.43,Subscribed,0,0.078,6.48,4.2,0.84,No,No,No,2.3,5,80,56.9,24.9,0.44,9,8,2,Spanish,Google,2929,False,,nan,3.3735119002584995,nan,0
CUST_004120,70,Female,Medium,Married,0,141.87,12,310,Card,6,No,0.4,1,0,Yes,0.32,Yes,3,Yes,242,SMS,0.32,Unsubscribed,6,0.182,2.6,1.6,0.18,No,Yes,No,2.0,7,41,35.26,41.2,0.19,8,4,0,Other,Apple,2824,False,43.544033975423275,nan,2.9546327104348924,nan,1
CUST_004121,38,Male,Medium,Single,1,140.52,6,95,Digital Wallet,6,No,2.2,1,0,No,0.81,Yes,2,No,358,App,0.59,Subscribed,1,0.044,4.49,3.4,0.54,Yes,Yes,Yes,1.1,4,46,47.55,65.0,0.32,7,5,0,Portuguese,Apple,2205,False,,nan,,nan,0
CUST_004122,47,Male,Low,Divorced,0,219.31,12,228,Digital Wallet,7,Yes,1.8,2,0,Yes,0.58,No,1,Yes,114,App,0.67,Subscribed,7,0.32,3.85,3.7,0.83,Yes,Yes,No,3.8,7,2,43.41,37.8,0.3,8,5,0,Other,Manual,3237,True,40.00015219189603,nan,,nan,0
CUST_004123,30,Male,Medium,Married,1,229.06,16,138,Digital Wallet,13,No,1.6,0,2,No,0.37,No,2,No,294,SMS,0.48,Subscribed,2,0.256,7.27,5.3,0.74,No,Yes,No,1.0,3,0,33.14,88.7,0.15,13,5,2,Spanish,Facebook,1779,False,,NO,,nan,0
CUST_004124,51,Male,Medium,Married,2,145.73,11,150,Cash,1,Yes,5.3,0,1,No,0.94,No,1,No,153,Website,0.79,Subscribed,0,0.214,7.84,6.5,0.56,Yes,Yes,No,2.3,5,9,30.82,57.6,0.36,5,10,2,Spanish,Google,4318,True,,nan,,nan,0
CUST_004125,21,Female,High,Married,1,226.07,15,363,Card,4,Yes,2.0,2,0,No,0.33,No,1,No,192,App,0.36,Unsubscribed,9,0.035,3.58,6.2,0.3,No,Yes,No,0.9,8,67,68.03,19.8,0.5,6,5,2,Spanish,Facebook,2647,False,,NO,,nan,0
CUST_004126,45,Male,Medium,Widowed,2,186.82,7,68,Cash,1,No,1.7,1,1,Yes,0.16,No,5,No,23,Email,0.36,Subscribed,3,0.203,5.21,4.8,0.59,No,No,No,2.7,6,85,56.66,51.9,0.27,13,5,1,English,Manual,4565,True,,nan,,nan,0
CUST_004127,55,Male,High,Widowed,2,200.64,5,223,Card,14,Yes,0.7,0,0,Yes,0.08,No,2,No,202,App,0.53,Unsubscribed,2,0.173,7.86,4.2,0.11,Yes,No,Yes,2.8,9,73,12.15,19.9,0.28,9,7,1,Spanish,Apple,3949,False,,nan,,nan,0
CUST_004128,75,Female,High,Divorced,1,229.88,6,216,Digital Wallet,9,Yes,2.8,4,0,No,0.8,No,4,No,134,Email,0.39,Subscribed,4,0.164,5.89,1.5,0.51,No,No,Yes,1.6,7,75,49.26,29.7,0.18,8,3,0,Other,Manual,4928,True,,nan,,nan,1
CUST_004129,48,Female,Medium,Married,1,171.04,12,19,Digital Wallet,7,Yes,4.6,1,0,Yes,0.03,No,2,No,271,Website,0.59,Subscribed,8,0.47,4.31,2.9,0.21,No,Yes,No,1.1,3,55,47.51,23.1,0.3,6,4,2,English,Manual,2421,False,,nan,,nan,1
CUST_004130,76,Female,Low,Divorced,1,230.88,13,192,Digital Wallet,6,No,2.7,0,0,No,0.45,No,3,No,325,SMS,0.52,Subscribed,4,0.083,7.37,3.0,0.56,Yes,Yes,No,2.5,9,1,58.04,67.1,0.43,7,3,1,Portuguese,Apple,1442,False,,nan,,nan,0
CUST_004131,72,Female,Medium,Widowed,1,301.56,8,272,Digital Wallet,2,Yes,5.0,2,0,Yes,0.83,No,2,No,92,Website,0.58,Subscribed,4,0.369,4.63,6.8,0.72,Yes,Yes,No,0.8,2,99,54.7,13.6,0.35,7,8,0,Portuguese,Facebook,1629,False,,nan,2.9974675658616463,nan,1
CUST_004132,44,Female,High,Widowed,1,189.94,10,230,Cash,11,No,4.2,0,0,Yes,0.14,Yes,3,No,180,SMS,0.43,Subscribed,8,0.161,7.93,4.4,0.86,No,Yes,No,2.2,7,5,48.65,16.3,0.24,13,7,5,Other,Google,2507,False,,nan,,nan,0
CUST_004133,22,Male,Low,Married,3,259.32,19,343,Digital Wallet,2,Yes,2.9,3,0,Yes,0.19,No,1,No,270,Email,0.43,Subscribed,7,0.491,3.83,5.9,0.45,Yes,Yes,No,2.9,2,15,43.75,24.5,0.36,8,9,5,Portuguese,Facebook,1873,True,,nan,,nan,1
CUST_004134,42,Male,Medium,Divorced,2,238.78,10,5,Cash,1,Yes,2.5,2,0,Yes,0.96,No,2,No,39,Email,0.57,Subscribed,4,0.182,5.89,5.6,0.38,No,No,Yes,2.7,5,67,34.1,50.3,0.4,5,6,2,Spanish,Facebook,2317,True,,nan,,nan,0
CUST_004135,20,Other,Low,Single,2,174.82,8,300,Cash,8,Yes,6.1,1,1,Yes,0.16,No,2,No,142,SMS,0.59,Unsubscribed,1,0.418,4.6,4.2,0.47,Yes,No,No,3.8,3,82,64.04,62.4,0.41,4,7,4,English,Facebook,2818,True,,YES,,nan,0
CUST_004136,50,Male,Low,Divorced,4,239.74,12,193,Digital Wallet,13,Yes,4.7,1,0,Yes,0.54,No,2,No,118,Website,0.41,Subscribed,0,0.036,2.85,2.9,0.11,No,Yes,No,1.5,3,62,-0.1,70.1,0.31,2,7,4,Other,Apple,1057,False,,nan,,nan,0
CUST_004137,21,Male,Medium,Single,2,177.99,11,84,Digital Wallet,3,Yes,1.9,1,1,No,0.78,No,2,No,358,Email,0.73,Unsubscribed,4,0.098,4.71,6.8,0.14,Yes,Yes,Yes,2.3,5,62,48.19,96.7,0.16,5,6,4,Spanish,Manual,3696,True,,nan,,nan,1
CUST_004138,42,Male,Medium,Married,5,258.49,13,225,Digital Wallet,6,Yes,3.5,0,0,No,0.83,No,3,No,132,App,0.53,Subscribed,0,0.059,4.86,2.3,0.24,No,Yes,Yes,0.6,8,55,64.94,97.8,0.3,16,4,2,Portuguese,Manual,3922,False,,nan,,nan,0
CUST_004139,37,Male,Medium,Widowed,3,272.63,8,308,Cash,2,No,1.9,0,1,Yes,0.01,No,2,No,18,SMS,0.82,Unsubscribed,2,0.27,3.6,6.1,0.53,Yes,Yes,Yes,1.9,4,72,53.62,15.3,0.21,9,6,0,English,Google,1371,True,53.05328287348692,nan,,Yes,0
CUST_004140,51,Female,High,Married,1,197.77,13,204,Digital Wallet,6,Yes,3.6,0,0,No,0.77,Yes,1,Yes,125,Email,0.12,Unsubscribed,1,0.293,7.42,6.1,0.64,Yes,Yes,No,3.0,2,1,23.39,41.3,0.14,9,7,8,Other,Manual,1227,True,48.53885968405455,nan,,nan,0
CUST_004141,43,Female,Low,Widowed,0,158.55,7,160,Digital Wallet,2,Yes,3.0,1,0,No,0.77,No,1,Yes,269,Email,0.51,Subscribed,9,0.047,4.88,6.2,0.68,No,Yes,Yes,2.1,3,26,55.72,29.9,0.41,13,3,1,English,Facebook,1924,False,,nan,,nan,0
CUST_004142,79,Other,Low,Married,4,232.56,11,167,Cash,11,No,2.7,0,0,Yes,0.27,No,5,No,34,SMS,0.27,Subscribed,1,0.061,6.99,3.2,0.7,Yes,No,No,2.2,5,6,23.03,63.5,0.36,10,10,2,Portuguese,Facebook,3363,True,52.85123841342272,nan,4.344243057526126,nan,0
